"","temperatuurklasse","sneeuwtype","lawine_alarm"
"2697","gemiddeld","droog","licht"
"2698","hoog","nat","licht"
"2699","hoog","droog","licht"
"2700","laag","nat","licht"
"2701","hoog","droog","sterk"
"2702","gemiddeld","droog","sterk"
"2703","laag","droog","licht"
"2704","gemiddeld","droog","licht"
"2705","gemiddeld","nat","licht"
"2706","gemiddeld","droog","licht"
"2707","gemiddeld","droog","sterk"
"2708","laag","nat","licht"
"2709","hoog","droog","licht"
"2710","hoog","droog","licht"
"2711","hoog","nat","licht"
"2712","hoog","nat","licht"
"2713","hoog","droog","licht"
"2714","gemiddeld","droog","licht"
"2715","hoog","nat","licht"
"2716","gemiddeld","droog","licht"
"2717","gemiddeld","nat","licht"
"2718","laag","nat","licht"
"2719","hoog","droog","licht"
"2720","hoog","droog","licht"
"2721","hoog","nat","licht"
"2722","laag","nat","licht"
"2723","hoog","droog","licht"
"2724","gemiddeld","droog","licht"
"2725","hoog","nat","licht"
"2726","laag","nat","licht"
"2727","hoog","droog","sterk"
"2728","gemiddeld","nat","licht"
"2729","laag","nat","licht"
"2730","gemiddeld","nat","licht"
"2731","hoog","nat","licht"
"2732","gemiddeld","droog","licht"
"2733","hoog","droog","licht"
"2734","hoog","nat","sterk"
"2735","hoog","droog","licht"
"2736","hoog","nat","licht"
"2737","gemiddeld","droog","licht"
"2738","gemiddeld","nat","licht"
"2739","hoog","nat","licht"
"2740","hoog","droog","licht"
"2741","gemiddeld","nat","licht"
"2742","laag","droog","licht"
"2743","hoog","droog","licht"
"2744","hoog","nat","licht"
"2745","laag","droog","sterk"
"2746","hoog","nat","licht"
"2747","laag","droog","licht"
"2748","hoog","nat","licht"
"2749","laag","droog","licht"
"2750","gemiddeld","droog","sterk"
"2751","gemiddeld","droog","sterk"
"2752","laag","droog","sterk"
"2753","laag","droog","licht"
"2754","hoog","nat","licht"
"2755","gemiddeld","droog","licht"
"2756","hoog","nat","licht"
"2757","laag","droog","licht"
"2758","gemiddeld","nat","licht"
"2759","gemiddeld","nat","licht"
"2760","hoog","droog","licht"
"2761","hoog","droog","licht"
"2762","hoog","nat","sterk"
"2763","hoog","nat","licht"
"2764","gemiddeld","droog","licht"
"2765","hoog","nat","licht"
"2766","laag","droog","licht"
"2767","hoog","nat","licht"
"2768","gemiddeld","droog","licht"
"2769","gemiddeld","droog","licht"
"2770","hoog","nat","licht"
"2771","gemiddeld","droog","licht"
"2772","hoog","nat","licht"
"2773","hoog","droog","licht"
"2774","hoog","nat","licht"
"2775","hoog","nat","licht"
"2776","hoog","nat","licht"
"2777","laag","nat","sterk"
"2778","hoog","nat","licht"
"2779","gemiddeld","nat","licht"
"2780","laag","nat","licht"
"2781","hoog","nat","licht"
"2782","hoog","droog","licht"
"2783","hoog","nat","sterk"
"2784","laag","nat","licht"
"2785","gemiddeld","nat","licht"
"2786","laag","nat","licht"
"2787","laag","droog","licht"
"2788","hoog","nat","licht"
"2789","gemiddeld","droog","licht"
"2790","hoog","droog","licht"
"2791","gemiddeld","nat","sterk"
"2792","laag","droog","licht"
"2793","hoog","nat","licht"
"2794","hoog","droog","licht"
"2795","laag","nat","sterk"
"2796","gemiddeld","droog","licht"
"2797","gemiddeld","droog","sterk"
"2798","laag","droog","sterk"
"2799","laag","nat","sterk"
"2800","gemiddeld","droog","licht"
"2801","laag","nat","licht"
"2802","gemiddeld","droog","licht"
"2803","gemiddeld","droog","licht"
"2804","hoog","nat","licht"
"2805","hoog","droog","licht"
"2806","laag","nat","licht"
"2807","hoog","droog","licht"
"2808","hoog","droog","licht"
"2809","hoog","droog","licht"
"2810","hoog","nat","licht"
"2811","hoog","droog","licht"
"2812","hoog","droog","licht"
"2813","gemiddeld","nat","sterk"
"2814","laag","droog","sterk"
"2815","hoog","droog","licht"
"2816","hoog","droog","licht"
"2817","hoog","nat","licht"
"2818","gemiddeld","droog","sterk"
"2819","hoog","droog","licht"
"2820","hoog","nat","sterk"
"2821","laag","droog","sterk"
"2822","hoog","nat","licht"
"2823","gemiddeld","droog","licht"
"2824","gemiddeld","droog","licht"
"2825","hoog","droog","sterk"
"2826","gemiddeld","droog","licht"
"2827","gemiddeld","droog","licht"
"2828","laag","nat","licht"
"2829","hoog","nat","licht"
"2830","hoog","nat","licht"
"2831","gemiddeld","droog","licht"
"2832","gemiddeld","droog","licht"
"2833","gemiddeld","droog","sterk"
"2834","hoog","nat","licht"
"2835","laag","droog","licht"
"2836","gemiddeld","nat","licht"
"2837","laag","droog","licht"
"2838","laag","droog","licht"
"2839","laag","droog","licht"
"2840","gemiddeld","nat","licht"
"2841","laag","droog","sterk"
"2842","gemiddeld","nat","licht"
"2843","gemiddeld","droog","licht"
"2844","gemiddeld","nat","licht"
"2845","laag","droog","licht"
"2846","hoog","nat","licht"
"2847","laag","droog","licht"
"2848","gemiddeld","nat","licht"
"2849","laag","droog","licht"
"2850","gemiddeld","nat","licht"
"2851","gemiddeld","droog","licht"
"2852","laag","nat","sterk"
"2853","hoog","droog","licht"
"2854","hoog","nat","licht"
"2855","gemiddeld","droog","licht"
"2856","gemiddeld","droog","licht"
"2857","hoog","droog","licht"
"2858","hoog","nat","licht"
"2859","gemiddeld","droog","licht"
"2860","hoog","droog","licht"
"2861","hoog","nat","licht"
"2862","hoog","nat","licht"
"2863","laag","droog","sterk"
"2864","hoog","nat","sterk"
"2865","laag","droog","licht"
"2866","gemiddeld","droog","licht"
"2867","laag","nat","licht"
"2868","hoog","droog","sterk"
"2869","laag","droog","sterk"
"2870","hoog","nat","licht"
"2871","gemiddeld","droog","licht"
"2872","laag","droog","licht"
"2873","laag","droog","licht"
"2874","hoog","nat","licht"
"2875","gemiddeld","nat","licht"
"2876","gemiddeld","droog","licht"
"2877","laag","droog","licht"
"2878","gemiddeld","droog","licht"
"2879","laag","droog","licht"
"2880","hoog","nat","licht"
"2881","gemiddeld","droog","licht"
"2882","gemiddeld","nat","sterk"
"2883","hoog","nat","licht"
"2884","gemiddeld","droog","licht"
"2885","hoog","droog","licht"
"2886","hoog","nat","licht"
"2887","gemiddeld","nat","licht"
"2888","gemiddeld","droog","sterk"
"2889","hoog","droog","licht"
"2890","hoog","droog","licht"
"2891","hoog","droog","licht"
"2892","laag","nat","licht"
"2893","laag","droog","sterk"
"2894","gemiddeld","nat","sterk"
"2895","hoog","droog","licht"
"2896","gemiddeld","droog","sterk"
"2897","gemiddeld","nat","sterk"
"2898","laag","nat","licht"
"2899","hoog","droog","licht"
"2900","laag","droog","licht"
"2901","hoog","droog","licht"
"2902","hoog","droog","licht"
"2903","gemiddeld","nat","licht"
"2904","gemiddeld","nat","licht"
"2905","gemiddeld","droog","sterk"
"2906","hoog","droog","licht"
"2907","gemiddeld","droog","licht"
"2908","gemiddeld","droog","sterk"
"2909","gemiddeld","droog","licht"
"2910","gemiddeld","droog","licht"
"2911","hoog","nat","sterk"
"2912","hoog","droog","licht"
"2913","gemiddeld","nat","licht"
"2914","hoog","nat","licht"
"2915","laag","nat","licht"
"2916","laag","droog","sterk"
"2917","gemiddeld","nat","sterk"
"2918","gemiddeld","droog","licht"
"2919","laag","nat","licht"
"2920","gemiddeld","droog","sterk"
"2921","hoog","nat","sterk"
"2922","hoog","droog","licht"
"2923","gemiddeld","droog","licht"
"2924","laag","droog","licht"
"2925","gemiddeld","nat","licht"
"2926","laag","nat","licht"
"2927","hoog","nat","licht"
"2928","gemiddeld","droog","licht"
"2929","hoog","droog","licht"
"2930","gemiddeld","droog","licht"
"2931","laag","nat","sterk"
"2932","laag","droog","licht"
"2933","hoog","nat","licht"
"2934","gemiddeld","nat","licht"
"2935","laag","nat","licht"
"2936","gemiddeld","droog","licht"
"2937","hoog","droog","licht"
"2938","hoog","droog","licht"
"2939","hoog","droog","licht"
"2940","gemiddeld","nat","licht"
"2941","hoog","nat","sterk"
"2942","laag","nat","licht"
"2943","hoog","nat","licht"
"2944","gemiddeld","droog","licht"
"2945","hoog","droog","licht"
"2946","hoog","droog","licht"
"2947","hoog","droog","licht"
"2948","laag","droog","sterk"
"2949","laag","droog","licht"
"2950","gemiddeld","nat","sterk"
"2951","hoog","nat","sterk"
"2952","gemiddeld","droog","licht"
"2953","laag","droog","sterk"
"2954","gemiddeld","droog","licht"
"2955","gemiddeld","nat","sterk"
"2956","gemiddeld","droog","licht"
"2957","hoog","nat","sterk"
"2958","hoog","droog","licht"
"2959","hoog","nat","licht"
"2960","hoog","nat","licht"
"2961","hoog","droog","licht"
"2962","gemiddeld","nat","licht"
"2963","hoog","nat","licht"
"2964","gemiddeld","nat","licht"
"2965","gemiddeld","nat","licht"
"2966","laag","droog","licht"
"2967","gemiddeld","droog","licht"
"2968","hoog","nat","licht"
"2969","laag","droog","licht"
"2970","hoog","droog","licht"
"2971","gemiddeld","droog","licht"
"2972","hoog","nat","licht"
"2973","laag","droog","licht"
"2974","laag","nat","licht"
"2975","gemiddeld","droog","licht"
"2976","laag","droog","licht"
"2977","hoog","nat","licht"
"2978","hoog","nat","sterk"
"2979","gemiddeld","droog","licht"
"2980","gemiddeld","nat","licht"
"2981","gemiddeld","nat","licht"
"2982","hoog","nat","licht"
"2983","hoog","nat","licht"
"2984","laag","nat","sterk"
"2985","hoog","nat","licht"
"2986","hoog","nat","licht"
"2987","laag","nat","licht"
"2988","gemiddeld","droog","licht"
"2989","laag","nat","sterk"
"2990","laag","nat","licht"
"2991","gemiddeld","droog","licht"
"2992","gemiddeld","droog","licht"
"2993","hoog","droog","licht"
"2994","gemiddeld","droog","licht"
"2995","laag","droog","licht"
"2996","hoog","droog","licht"
"2997","hoog","nat","licht"
"2998","hoog","droog","licht"
"2999","hoog","nat","licht"
"3000","gemiddeld","nat","sterk"
"3001","laag","droog","sterk"
"3002","gemiddeld","droog","sterk"
"3003","hoog","droog","licht"
"3004","hoog","nat","licht"
"3005","laag","nat","licht"
"3006","laag","droog","sterk"
"3007","hoog","nat","licht"
"3008","hoog","nat","sterk"
"3009","gemiddeld","droog","licht"
"3010","laag","droog","licht"
"3011","gemiddeld","nat","licht"
"3012","hoog","droog","licht"
"3013","laag","droog","licht"
"3014","laag","droog","licht"
"3015","laag","nat","licht"
"3016","gemiddeld","droog","licht"
"3017","gemiddeld","nat","licht"
"3018","hoog","droog","licht"
"3019","gemiddeld","nat","licht"
"3020","laag","nat","licht"
"3021","hoog","nat","licht"
"3022","hoog","nat","licht"
"3023","hoog","nat","licht"
"3024","hoog","nat","licht"
"3025","hoog","nat","licht"
"3026","hoog","droog","licht"
"3027","gemiddeld","nat","licht"
"3028","hoog","droog","licht"
"3029","gemiddeld","droog","licht"
"3030","hoog","droog","licht"
"3031","gemiddeld","droog","licht"
"3032","hoog","nat","licht"
"3033","gemiddeld","droog","licht"
"3034","gemiddeld","nat","licht"
"3035","laag","nat","licht"
"3036","hoog","nat","licht"
"3037","gemiddeld","droog","licht"
"3038","hoog","droog","licht"
"3039","laag","nat","licht"
"3040","hoog","nat","sterk"
"3041","hoog","nat","licht"
"3042","hoog","droog","sterk"
"3043","gemiddeld","droog","licht"
"3044","hoog","nat","licht"
"3045","laag","droog","licht"
"3046","hoog","droog","licht"
"3047","hoog","nat","sterk"
"3048","hoog","nat","licht"
"3049","hoog","nat","licht"
"3050","laag","droog","sterk"
"3051","hoog","droog","licht"
"3052","gemiddeld","nat","licht"
"3053","gemiddeld","nat","licht"
"3054","hoog","droog","licht"
"3055","gemiddeld","nat","sterk"
"3056","gemiddeld","droog","licht"
"3057","hoog","nat","licht"
"3058","hoog","nat","sterk"
"3059","laag","droog","licht"
"3060","hoog","nat","sterk"
"3061","gemiddeld","droog","licht"
"3062","laag","nat","sterk"
"3063","laag","nat","licht"
"3064","gemiddeld","nat","licht"
"3065","hoog","droog","licht"
"3066","hoog","nat","sterk"
"3067","laag","nat","licht"
"3068","gemiddeld","nat","licht"
"3069","laag","droog","licht"
"3070","laag","droog","licht"
"3071","hoog","droog","licht"
"3072","hoog","droog","licht"
"3073","gemiddeld","droog","licht"
"3074","laag","nat","licht"
"3075","laag","nat","sterk"
"3076","gemiddeld","droog","licht"
"3077","gemiddeld","droog","licht"
"3078","gemiddeld","droog","licht"
"3079","laag","droog","sterk"
"3080","laag","droog","licht"
"3081","gemiddeld","nat","licht"
"3082","gemiddeld","droog","licht"
"3083","gemiddeld","droog","licht"
"3084","laag","droog","licht"
"3085","hoog","droog","licht"
"3086","gemiddeld","droog","sterk"
"3087","hoog","nat","licht"
"3088","laag","nat","licht"
"3089","hoog","droog","licht"
"3090","hoog","nat","licht"
"3091","gemiddeld","nat","licht"
"3092","gemiddeld","nat","licht"
"3093","gemiddeld","droog","licht"
"3094","laag","droog","licht"
"3095","hoog","nat","licht"
"3096","gemiddeld","nat","licht"
"3097","gemiddeld","nat","licht"
"3098","hoog","nat","licht"
"3099","gemiddeld","droog","licht"
"3100","laag","nat","licht"
"3101","hoog","droog","sterk"
"3102","hoog","nat","licht"
"3103","gemiddeld","droog","licht"
"3104","hoog","droog","licht"
"3105","laag","droog","licht"
"3106","hoog","nat","licht"
"3107","gemiddeld","droog","licht"
"3108","hoog","nat","licht"
"3109","laag","droog","sterk"
"3110","laag","droog","licht"
"3111","gemiddeld","droog","licht"
"3112","hoog","droog","licht"
"3113","laag","nat","licht"
"3114","gemiddeld","droog","licht"
"3115","gemiddeld","nat","licht"
"3116","hoog","droog","sterk"
"3117","hoog","nat","licht"
"3118","laag","nat","licht"
"3119","hoog","nat","licht"
"3120","gemiddeld","nat","licht"
"3121","gemiddeld","droog","licht"
"3122","hoog","nat","licht"
"3123","hoog","droog","licht"
"3124","hoog","nat","licht"
"3125","gemiddeld","droog","licht"
"3126","hoog","droog","licht"
"3127","gemiddeld","droog","licht"
"3128","laag","nat","licht"
"3129","hoog","nat","licht"
"3130","laag","nat","sterk"
"3131","hoog","droog","licht"
"3132","laag","droog","licht"
"3133","laag","nat","licht"
"3134","laag","nat","licht"
"3135","gemiddeld","nat","licht"
"3136","hoog","nat","sterk"
"3137","laag","droog","licht"
"3138","laag","droog","licht"
"3139","hoog","nat","licht"
"3140","laag","droog","licht"
"3141","gemiddeld","droog","licht"
"3142","gemiddeld","nat","sterk"
"3143","hoog","droog","licht"
"3144","laag","droog","sterk"
"3145","gemiddeld","nat","licht"
"3146","gemiddeld","droog","licht"
"3147","gemiddeld","droog","licht"
"3148","laag","droog","licht"
"3149","hoog","droog","licht"
"3150","gemiddeld","droog","licht"
"3151","hoog","droog","licht"
"3152","gemiddeld","nat","licht"
"3153","laag","nat","licht"
"3154","laag","nat","sterk"
"3155","gemiddeld","droog","licht"
"3156","gemiddeld","nat","sterk"
"3157","gemiddeld","droog","licht"
"3158","hoog","nat","licht"
"3159","gemiddeld","nat","licht"
"3160","hoog","droog","licht"
"3161","hoog","nat","licht"
"3162","hoog","droog","licht"
"3163","laag","nat","licht"
"3164","gemiddeld","droog","licht"
"3165","hoog","droog","licht"
"3166","hoog","droog","sterk"
"3167","hoog","nat","licht"
"3168","gemiddeld","droog","licht"
"3169","laag","droog","sterk"
"3170","laag","droog","licht"
"3171","laag","droog","licht"
"3172","hoog","droog","licht"
"3173","hoog","droog","sterk"
"3174","hoog","droog","licht"
"3175","gemiddeld","droog","sterk"
"3176","laag","droog","sterk"
"3177","gemiddeld","nat","licht"
"3178","hoog","droog","licht"
"3179","gemiddeld","droog","licht"
"3180","gemiddeld","droog","licht"
"3181","hoog","droog","licht"
"3182","laag","nat","licht"
"3183","hoog","nat","licht"
"3184","hoog","nat","licht"
"3185","gemiddeld","droog","licht"
"3186","gemiddeld","nat","sterk"
"3187","laag","nat","licht"
"3188","gemiddeld","droog","licht"
"3189","hoog","droog","licht"
"3190","hoog","nat","licht"
"3191","hoog","nat","licht"
"3192","laag","nat","licht"
"3193","laag","nat","licht"
"3194","laag","droog","licht"
"3195","hoog","nat","licht"
"3196","laag","droog","sterk"
"3197","hoog","nat","licht"
"3198","gemiddeld","droog","licht"
"3199","gemiddeld","droog","licht"
"3200","hoog","nat","licht"
"3201","gemiddeld","nat","licht"
"3202","laag","droog","licht"
"3203","gemiddeld","nat","licht"
"3204","laag","nat","licht"
"3205","hoog","nat","licht"
"3206","gemiddeld","nat","licht"
"3207","gemiddeld","droog","licht"
"3208","hoog","droog","sterk"
"3209","gemiddeld","nat","sterk"
"3210","gemiddeld","nat","licht"
"3211","laag","droog","licht"
"3212","hoog","droog","sterk"
"3213","gemiddeld","nat","licht"
"3214","hoog","droog","licht"
"3215","laag","droog","licht"
"3216","gemiddeld","nat","licht"
"3217","gemiddeld","nat","licht"
"3218","hoog","nat","licht"
"3219","gemiddeld","nat","licht"
"3220","gemiddeld","droog","licht"
"3221","laag","droog","sterk"
"3222","laag","droog","sterk"
"3223","hoog","droog","sterk"
"3224","hoog","nat","licht"
"3225","gemiddeld","nat","licht"
"3226","laag","nat","sterk"
"3227","hoog","droog","licht"
"3228","gemiddeld","nat","sterk"
"3229","gemiddeld","droog","licht"
"3230","laag","droog","sterk"
"3231","laag","nat","licht"
"3232","hoog","droog","licht"
"3233","hoog","nat","licht"
"3234","laag","nat","licht"
"3235","hoog","nat","licht"
"3236","gemiddeld","nat","licht"
"3237","gemiddeld","droog","licht"
"3238","gemiddeld","droog","licht"
"3239","laag","droog","licht"
"3240","gemiddeld","droog","sterk"
"3241","gemiddeld","droog","licht"
"3242","gemiddeld","droog","licht"
"3243","gemiddeld","droog","licht"
"3244","hoog","nat","licht"
"3245","hoog","nat","licht"
"3246","gemiddeld","droog","licht"
"3247","hoog","droog","sterk"
"3248","gemiddeld","droog","licht"
"3249","gemiddeld","droog","licht"
"3250","laag","nat","licht"
"3251","hoog","droog","licht"
"3252","hoog","droog","licht"
"3253","laag","droog","licht"
"3254","gemiddeld","droog","licht"
"3255","hoog","droog","licht"
"3256","gemiddeld","nat","licht"
"3257","hoog","droog","sterk"
"3258","gemiddeld","nat","licht"
"3259","gemiddeld","droog","licht"
"3260","hoog","nat","licht"
"3261","gemiddeld","droog","licht"
"3262","hoog","nat","licht"
"3263","hoog","droog","licht"
"3264","hoog","droog","licht"
"3265","laag","nat","licht"
"3266","hoog","droog","sterk"
"3267","hoog","droog","sterk"
"3268","laag","droog","sterk"
"3269","hoog","droog","sterk"
"3270","laag","nat","licht"
"3271","gemiddeld","droog","licht"
"3272","hoog","nat","licht"
"3273","laag","droog","licht"
"3274","gemiddeld","droog","sterk"
"3275","gemiddeld","nat","licht"
"3276","laag","droog","licht"
"3277","gemiddeld","nat","sterk"
"3278","hoog","nat","licht"
"3279","hoog","droog","licht"
"3280","gemiddeld","nat","licht"
"3281","laag","nat","sterk"
"3282","hoog","droog","licht"
"3283","gemiddeld","nat","sterk"
"3284","gemiddeld","nat","licht"
"3285","gemiddeld","droog","licht"
"3286","gemiddeld","droog","licht"
"3287","laag","nat","licht"
"3288","gemiddeld","droog","licht"
"3289","laag","nat","licht"
"3290","laag","droog","licht"
"3291","hoog","droog","licht"
"3292","laag","nat","licht"
"3293","gemiddeld","nat","licht"
"3294","hoog","droog","sterk"
"3295","hoog","nat","licht"
"3296","laag","droog","licht"
"3297","laag","droog","sterk"
"3298","laag","droog","licht"
"3299","gemiddeld","droog","licht"
"3300","laag","droog","sterk"
"3301","gemiddeld","droog","licht"
"3302","gemiddeld","nat","licht"
"3303","hoog","droog","sterk"
"3304","hoog","nat","licht"
"3305","gemiddeld","nat","licht"
"3306","laag","nat","licht"
"3307","hoog","nat","sterk"
"3308","gemiddeld","nat","licht"
"3309","gemiddeld","nat","licht"
"3310","laag","droog","licht"
"3311","gemiddeld","droog","licht"
"3312","laag","droog","licht"
"3313","hoog","droog","sterk"
"3314","gemiddeld","droog","sterk"
"3315","hoog","nat","licht"
"3316","laag","droog","sterk"
"3317","hoog","droog","licht"
"3318","laag","nat","licht"
"3319","gemiddeld","nat","licht"
"3320","laag","nat","licht"
"3321","gemiddeld","droog","licht"
"3322","laag","droog","licht"
"3323","gemiddeld","nat","licht"
"3324","laag","nat","licht"
"3325","hoog","nat","licht"
"3326","hoog","droog","licht"
"3327","gemiddeld","droog","licht"
"3328","hoog","nat","licht"
"3329","hoog","nat","licht"
"3330","hoog","nat","licht"
"3331","hoog","nat","licht"
"3332","gemiddeld","droog","licht"
"3333","hoog","nat","licht"
"3334","hoog","droog","licht"
"3335","hoog","droog","sterk"
"3336","hoog","nat","licht"
"3337","laag","nat","licht"
"3338","gemiddeld","nat","sterk"
"3339","laag","droog","licht"
"3340","hoog","droog","licht"
"3341","hoog","droog","licht"
"3342","hoog","nat","licht"
"3343","laag","droog","sterk"
"3344","gemiddeld","droog","licht"
"3345","hoog","droog","licht"
"3346","hoog","nat","sterk"
"3347","hoog","droog","licht"
"3348","laag","droog","sterk"
"3349","hoog","nat","licht"
"3350","hoog","nat","licht"
"3351","gemiddeld","nat","licht"
"3352","laag","droog","licht"
"3353","hoog","droog","sterk"
"3354","hoog","nat","sterk"
"3355","laag","droog","licht"
"3356","hoog","nat","licht"
"3357","laag","nat","licht"
"3358","laag","droog","licht"
"3359","laag","droog","licht"
"3360","gemiddeld","nat","licht"
"3361","gemiddeld","droog","licht"
"3362","laag","droog","licht"
"3363","laag","droog","sterk"
"3364","gemiddeld","nat","licht"
"3365","gemiddeld","nat","licht"
"3366","gemiddeld","nat","licht"
"3367","laag","droog","licht"
"3368","hoog","droog","sterk"
"3369","gemiddeld","nat","licht"
"3370","gemiddeld","nat","licht"
"3371","gemiddeld","nat","licht"
"3372","hoog","nat","licht"
"3373","hoog","nat","licht"
"3374","hoog","droog","licht"
"3375","hoog","droog","licht"
"3376","hoog","droog","sterk"
"3377","laag","droog","sterk"
"3378","gemiddeld","droog","licht"
"3379","gemiddeld","droog","licht"
"3380","gemiddeld","droog","licht"
"3381","hoog","droog","licht"
"3382","gemiddeld","droog","licht"
"3383","hoog","droog","sterk"
"3384","hoog","droog","licht"
"3385","hoog","droog","licht"
"3386","laag","droog","sterk"
"3387","laag","nat","licht"
"3388","gemiddeld","nat","licht"
"3389","gemiddeld","droog","licht"
"3390","hoog","nat","licht"
"3391","hoog","nat","licht"
"3392","laag","droog","sterk"
"3393","hoog","droog","licht"
"3394","hoog","nat","licht"
"3395","hoog","nat","sterk"
"3396","gemiddeld","nat","licht"
"3397","laag","nat","licht"
"3398","gemiddeld","droog","licht"
"3399","hoog","nat","licht"
"3400","laag","nat","sterk"
"3401","laag","droog","sterk"
"3402","hoog","nat","licht"
"3403","hoog","droog","licht"
"3404","gemiddeld","nat","licht"
"3405","hoog","nat","licht"
"3406","gemiddeld","nat","licht"
"3407","laag","droog","licht"
"3408","hoog","droog","licht"
"3409","hoog","droog","sterk"
"3410","laag","droog","licht"
"3411","hoog","droog","licht"
"3412","gemiddeld","droog","licht"
"3413","gemiddeld","droog","licht"
"3414","laag","nat","licht"
"3415","gemiddeld","nat","sterk"
"3416","hoog","nat","licht"
"3417","hoog","nat","licht"
"3418","gemiddeld","nat","licht"
"3419","hoog","droog","licht"
"3420","hoog","nat","sterk"
"3421","laag","droog","sterk"
"3422","laag","nat","licht"
"3423","hoog","droog","licht"
"3424","gemiddeld","droog","sterk"
"3425","laag","nat","licht"
"3426","laag","nat","licht"
"3427","laag","nat","licht"
"3428","gemiddeld","nat","licht"
"3429","hoog","droog","licht"
"3430","gemiddeld","droog","licht"
"3431","hoog","droog","sterk"
"3432","laag","nat","licht"
"3433","hoog","droog","licht"
"3434","gemiddeld","droog","licht"
"3435","laag","nat","licht"
"3436","hoog","droog","licht"
"3437","hoog","nat","licht"
"3438","hoog","droog","licht"
"3439","hoog","nat","licht"
"3440","hoog","nat","licht"
"3441","hoog","droog","licht"
"3442","laag","nat","licht"
"3443","laag","droog","licht"
"3444","hoog","nat","licht"
"3445","laag","droog","licht"
"3446","gemiddeld","droog","licht"
"3447","gemiddeld","nat","licht"
"3448","laag","droog","licht"
"3449","hoog","nat","licht"
"3450","gemiddeld","nat","licht"
"3451","hoog","nat","licht"
"3452","laag","nat","sterk"
"3453","laag","droog","licht"
"3454","laag","nat","licht"
"3455","laag","droog","licht"
"3456","laag","droog","sterk"
"3457","gemiddeld","droog","licht"
"3458","gemiddeld","droog","sterk"
"3459","laag","nat","sterk"
"3460","hoog","droog","licht"
"3461","laag","droog","licht"
"3462","hoog","droog","sterk"
"3463","hoog","droog","sterk"
"3464","hoog","droog","licht"
"3465","hoog","droog","licht"
"3466","gemiddeld","nat","licht"
"3467","laag","nat","licht"
"3468","gemiddeld","nat","licht"
"3469","laag","droog","licht"
"3470","laag","nat","sterk"
"3471","hoog","nat","sterk"
"3472","gemiddeld","droog","licht"
"3473","laag","nat","licht"
"3474","hoog","droog","licht"
"3475","hoog","droog","licht"
"3476","hoog","nat","licht"
"3477","gemiddeld","nat","licht"
"3478","hoog","nat","sterk"
"3479","laag","droog","licht"
"3480","laag","droog","sterk"
"3481","laag","nat","sterk"
"3482","hoog","nat","licht"
"3483","laag","droog","licht"
"3484","laag","droog","licht"
"3485","gemiddeld","nat","licht"
"3486","laag","droog","licht"
"3487","laag","droog","licht"
"3488","laag","nat","licht"
"3489","gemiddeld","droog","licht"
"3490","gemiddeld","nat","licht"
"3491","gemiddeld","nat","licht"
"3492","hoog","nat","licht"
"3493","hoog","nat","licht"
"3494","laag","droog","sterk"
"3495","laag","nat","licht"
"3496","gemiddeld","droog","licht"
"3497","hoog","droog","licht"
"3498","hoog","nat","licht"
"3499","hoog","droog","licht"
"3500","gemiddeld","droog","licht"
"3501","gemiddeld","nat","licht"
"3502","laag","droog","licht"
"3503","gemiddeld","droog","licht"
"3504","gemiddeld","droog","licht"
"3505","hoog","droog","licht"
"3506","laag","nat","licht"
"3507","hoog","droog","licht"
"3508","gemiddeld","nat","licht"
"3509","gemiddeld","droog","licht"
"3510","gemiddeld","droog","licht"
"3511","laag","droog","sterk"
"3512","hoog","nat","licht"
"3513","hoog","nat","licht"
"3514","hoog","droog","licht"
"3515","hoog","nat","licht"
"3516","hoog","nat","licht"
"3517","hoog","nat","sterk"
"3518","laag","droog","licht"
"3519","laag","nat","licht"
"3520","hoog","droog","licht"
"3521","gemiddeld","droog","sterk"
"3522","hoog","nat","licht"
"3523","laag","droog","licht"
"3524","laag","nat","licht"
"3525","hoog","nat","licht"
"3526","hoog","droog","licht"
"3527","gemiddeld","droog","licht"
"3528","laag","nat","licht"
"3529","laag","nat","licht"
"3530","gemiddeld","droog","licht"
"3531","gemiddeld","droog","licht"
"3532","laag","droog","licht"
"3533","laag","droog","licht"
"3534","gemiddeld","droog","licht"
"3535","gemiddeld","nat","licht"
"3536","hoog","droog","licht"
"3537","hoog","droog","licht"
"3538","laag","droog","licht"
"3539","gemiddeld","droog","licht"
"3540","gemiddeld","nat","licht"
"3541","hoog","droog","sterk"
"3542","hoog","nat","sterk"
"3543","hoog","nat","licht"
"3544","gemiddeld","droog","licht"
"3545","hoog","droog","licht"
"3546","laag","nat","licht"
"3547","laag","droog","sterk"
"3548","hoog","nat","licht"
"3549","gemiddeld","droog","licht"
"3550","hoog","nat","sterk"
"3551","hoog","droog","licht"
"3552","laag","droog","sterk"
"3553","gemiddeld","droog","licht"
"3554","hoog","nat","licht"
"3555","gemiddeld","nat","licht"
"3556","laag","nat","licht"
"3557","hoog","droog","licht"
"3558","laag","droog","sterk"
"3559","hoog","nat","licht"
"3560","laag","nat","licht"
"3561","hoog","droog","licht"
"3562","gemiddeld","droog","licht"
"3563","hoog","droog","licht"
"3564","hoog","droog","licht"
"3565","hoog","nat","licht"
"3566","gemiddeld","droog","licht"
"3567","gemiddeld","nat","licht"
"3568","gemiddeld","droog","licht"
"3569","hoog","nat","licht"
"3570","hoog","nat","sterk"
"3571","gemiddeld","nat","licht"
"3572","gemiddeld","nat","licht"
"3573","hoog","nat","licht"
